"","y","raw_text"
"436","mike pomeo"," This past weekend, I visited Arlington National Cemetery"
"437","mike pomeo"," I�ve done this many times, but on this visit, I paid special attention to the markers that commemorate CIA officers who have perished ensuring our freedom and working to meet America�s intelligence demands"
"438","mike pomeo"," From Afghanistan to Korea and from Lebanon to Africa, and in so many places most Americans will never know, Agency officers put their lives at risk"
"439","mike pomeo"," Too often, because of the nature of their work, we know little about these men and women and what they do"
"440","mike pomeo"," What we do know, is that they were prepared to give so much for each of us"
"441","mike pomeo"," We know the sacrifices of the families of each CIA officer as well"
"442","mike pomeo"," As I walked among these heroes, I was reminded of the sacred trust that will be granted to me if I am confirmed"
"443","mike pomeo"," I will never fail it"
"444","mike pomeo"," I am honored to have been nominated to lead the finest intelligence agency the world has ever known�working to keep safe the people of the greatest nation in the history of civilization"
"445","mike pomeo"," If confirmed, I will be sworn to defend the United States Constitution for the third time in my life � 12 first as a soldier, then as a member of the House of Representatives, and, now, to work for the President and with each of you"
"446","mike pomeo"," I look forward to your questions today"
"447","acosta","Thank you for the opportunity to appear before you this morning"
"448","acosta"," It is an honor to be here as President Trump�s nominee for Secretary of Labor"
"449","acosta"," I know today is a very busy day in the Senate, and I am indebted to the Committee for taking time to conduct this hearing"
"450","acosta"," I want to thank Senators Marco Rubio and Ted Cruz for their kind introductions"
"451","acosta"," I have known both of them for many years"
"452","acosta"," I truly appreciate their support and admire their dedication to public service"
"453","acosta"," I am especially grateful for their support given that my biggest fans�my wife Jan and my two young daughters, Delia and Rosalia�cannot be here"
"454","acosta"," Jan is an amazing woman, a fantastic mother, and I am deeply grateful for her love and support"
"455","acosta"," She is in Miami because Delia, my eldest, has her 1st Grade IOWA tests this week; her sister Rosalia will be in kindergarten next year"
"456","acosta"," Mr"
"457","acosta"," Chairman, I want, in particular, to thank my father and mother because my story begins with that of my parents, and it frames my perspective on the important responsibilities I would assume if confirmed as Secretary of Labor"
"458","acosta"," My parents fled from a Cuban dictatorship in search of freedom"
"459","acosta"," They met in Miami, while in high school, fell in love, and married young"
"460","acosta"," My mother had me while she was still in her teens"
"461","acosta"," Neither attended college"
"462","acosta"," Growing up, I saw my parents struggle"
"463","acosta"," My mother started out as a typist at a real estate firm"
"464","acosta"," At times, she commuted 90 minutes each way to her job"
"465","acosta"," My father served in the Army"
"466","acosta"," Later, he tried to start a small business"
"467","acosta"," But he found that the growing gap between his skills and the demands of being a small business owner too difficult"
"468","acosta"," He went on to hold various jobs, ending his working life as an inventory clerk at a cell phone store"
"469","acosta","  2  Our family lived paycheck to paycheck"
"470","acosta"," My grandmother cared for me while my parents worked full-time"
"471","acosta"," My parents would often go into debt and, at times, take a second job to make ends meet and to provide me with the best education possible"
"472","acosta"," I am here today because of them"
"473","acosta"," My success is their success"
"474","acosta"," Their sacrifice and perseverance made my education possible"
"475","acosta"," They were able to give me opportunities they did not have because even though they didn�t attend college, they had something very important � they had jobs"
"476","acosta"," And though at times they lost their jobs, they were always able to find another job"
"477","acosta"," * * * Mr"
"478","acosta"," Chairman, today many Americans are facing the same struggles my parents endured, only worse"
"479","acosta"," My parents had jobs; but not all Americans have jobs"
"480","acosta"," Some Americans have seen jobs go overseas"
"481","acosta"," Some Americans have seen jobs filled by foreign workers"
"482","acosta"," Indeed, I�ve read reports that some Americans have been asked to train their foreign replacements"
"483","acosta"," And some Americans see that jobs are available, but these available jobs require skills that they do not have"
"484","acosta"," Helping Americans find good jobs, safe jobs, should not be a partisan issue"
"485","acosta"," In my visits with each of you, it was crystal clear that each Member of this Committee wants to help American workers find good, safe jobs�even if you do not all agree on how best to realize this goal"
"486","acosta"," I share this goal with you"
"487","acosta"," We may not always agree on the how, but at least let us agree on the need"
"488","acosta"," If confirmed, I hope to have the benefit of an ongoing dialogue with each of you about how we can advance these goals within the context of a dynamic, global economy that is changing  3  more rapidly with each passing year, and within the constraints of limited resources"
"489","acosta"," *** I would like to close with a brief discussion of a few items in particular"
"490","acosta"," The first is the �skills gap"
"491","acosta","� As I visited with Members of this Committee, I repeatedly heard that in your states the jobs are there, but the skills too often are not"
"492","acosta"," In one of your states, for example, a community college was teaching welding techniques that employers no longer used"
"493","acosta"," Not surprisingly, the students could not get a job when they graduated"
"494","acosta"," We can and must work to reduce the skills gap"
"495","acosta"," We need to make better efforts to align job training with the skills the market demands of its workers, especially as advancing technology changes the types of jobs available in our economy"
"496","acosta"," The Department of Labor, along with local governments, industry, and educational institutions, can partner to have substantial positive impact on American workers"
"497","acosta"," This is the vision of the Workforce Innovation and Opportunity Act (WIOA), of apprenticeship programs, of Job Corps and of many other programs at DOL"
"498","acosta"," If confirmed, I will work with you to maximize the impact of every taxpayer dollar Congress directs towards job training programs"
"499","acosta"," Second, good jobs should also be safe jobs"
"500","acosta"," Congress has enacted workplace safety laws"
"501","acosta"," The Department of Labor enforces these, and if confirmed, I will work to enforce the laws under the Department�s jurisdiction fully and fairly"
"502","acosta"," As a former prosecutor, I will always be on the side of the law and not any particular constituency"
"503","acosta"," Finally, the Department of Labor was formed a bit more than 100 years ago, when the Department of Commerce and Labor was split into two"
"504","acosta"," The intent was this: that a voice for Commerce and a voice for Workers within the Executive Branch would promote better decision-making"
"505","acosta","  4  I support this concept"
"506","acosta"," An advocate for the American workforce within the Administration is important"
"507","acosta"," Whether it is those who are working, those who still seek work, those who are discouraged or underemployed, or those who have retired, if confirmed as the Secretary of Labor, I will advocate for them"
"508","acosta"," I am proud to have the support both of several dozen business groups and of several private-sector and key public safety unions, who remember with respect my prior government work at DOJ and the NLRB"
"509","acosta"," They know that while we did not always agree on the outcome, I always listened and sought principled solutions"
"510","acosta"," If confirmed, I hope we�this Committee and the Executive Branch� can work together in the same way to address the need for good jobs, safe jobs and access to training in the skills that the changing workplace demands"
"511","acosta"," Thank you for your consideration, and I look forward to answering your questions"
"512","acosta"," "
"513","zinke","Thank you, Madam Chairman, Ranking Member Cantwell, and members of the committee"
"514","zinke"," Thank you also Montana Senators Tester and Daines for their kind remarks, leadership and continued service on behalf of our great Treasure State"
"515","zinke"," It is an honor to appear before this esteemed Senate Committee on Energy and Natural Resources"
"516","zinke"," Before beginning my remarks, I would like to introduce and recognize members of my family who have joined me today"
"517","zinke"," My wife, Lolita, who is also a member of President-elect�s Hispanic Advisory Council; my two grandchildren, Matilda and Charlotte; my daughter, Jennifer; and, her husband, Jack"
"518","zinke"," The CHAIRMAN"
"519","zinke"," Welcome"
"520","zinke"," Mr"
"521","zinke"," ZINKE"
"522","zinke"," And for the record, I did tell my daughter, ��Don�t join the Navy and don�t marry a Navy SEAL"
"523","zinke","�� And she did both"
"524","zinke"," [Laughter"
"525","zinke","] My sons, Wolfgang and Konrad, are back at school and hopefully studying today, so they will not be with us"
"526","zinke"," As a son of a plumber and a kid who grew up in a small timber town and railroad town in Whitefish near Glacier Park, I am humbled to be before you as the President-elect�s designee for Secretary of the Interior"
"527","zinke"," I am also deeply humbled because of the great responsibility the position holds to be the steward of our majestic lands, the champion of our great Indian nations and the manager and voice of our diverse wildlife"
"528","zinke"," Upfront, I am an unapologetic admirer of Teddy Roosevelt and believe he had it right when he placed under Federal protection millions of our acres of Federal lands and set aside much of it as our national forests"
"529","zinke"," Today, those lands provide Americans the opportunity to hike, fish, camp, recreate and enjoy the great outdoors"
"530","zinke"," It was on these lands that my father taught me to hunt and fish, and the Boy Scouts taught me the principles of environmental stewardship and the importance of public access"
"531","zinke"," It is also on these lands that many communities, like the community I grew up in, rely on to harvest timber, mine and to provide our nation with critical energy"
"532","zinke"," Without question, our public lands are America�s treasures and are rich in diversity"
"533","zinke"," I fully recognize and appreciate there are lands that deserve special recognition and are better managed under the John Muir model of wilderness, where man has a light touch and is an observer"
"534","zinke"," I also fully recognize the preponderance of our Federal holdings are better suited under the Pinchot model of multiple use, using best practices, sustainable policies and objective science"
"535","zinke"," During the recent centennial of our National Park Service, I found myself at a ceremony at Yellowstone National Park, our first national park established by Congress and signed into law by President Ulysses S"
"536","zinke"," Grant on March 1, 1872"
"537","zinke"," As I enjoyed the celebration under the famous Roosevelt Arch, I could not help but notice the words etched on the stone above, ��For the benefit and enjoyment of the people"
"538","zinke","�� I also could not help but notice on the plaque on the side, it said ��Erected by Congress"
"539","zinke","�� When I saw that, I thought this is the perfect policy of land that our great nation should uphold"
"540","zinke"," In order to have great deeds and accomplish great things, both sides have to work together"
"541","zinke"," Higher purpose can only be achieved by both sides coming together for higher purpose"
"542","zinke"," In a nutshell, that is my commitment to you"
"543","zinke"," If confirmed, I will work with each of you to ensure our public lands reflect higher purpose, so that our children�s children, my granddaughters� children, can look back and say we did it right"
"544","zinke"," I have almost met every member of this committee, and I understand that each state is different"
"545","zinke"," I also understand that issues within your state are different and you have different priorities, but I am confident that we can work together to get the job done"
"546","zinke"," When asked about what my goals might be, I would say there are three immediate tasks"
"547","zinke"," The first is to restore trust and working with, rather than against, local communities and states"
"548","zinke"," I fully recognize that there is distrust, anger and even hatred against some Federal management policies"
"549","zinke"," Being a listener and a listening advocate rather than a deaf adversary is a good start"
"550","zinke"," Second is to prioritize the estimated $12"
"551","zinke","5 billion in backlog of maintenance and repair of our national parks"
"552","zinke"," The President-elect is committed to a jobs and infrastructure bill, and I am committed and need your help in making sure that bill includes our national treasures"
"553","zinke"," Third, to ensure that the professionals in the front line, that is our managers and rangers, have the right tools, the right resources and the flexibility to make the right decisions to give a voice to the people they represent"
"554","zinke"," As a former Montana State Senator and current Congressman, I have learned a lot since I was a SEAL in the deserts of Iraq"
"555","zinke"," To accomplish my mission as Secretary of Interior, if confirmed, I know that I am going to need your help"
"556","zinke"," I am going to need your confidence and even perhaps your prayers"
"557","zinke"," I look forward to answering your questions and, if confirmed, representing the interests of our great nation in giving a voice to all Americans, to include our great Indian nations, on how we manage, sustain our public lands and the treasures they contain"
"558","zinke"," Madam Chairman, thank you for the opportunity to appear before you and this committee, and I look forward to your questions"
"559","zinke"," "
"560","ben carson","Yes"
"561","ben carson"," Well, thank you so much, Mr"
"562","ben carson"," Chairman, Senator Brown"
"563","ben carson"," Thank you to Senator Rubio for that kind introduction"
"564","ben carson"," Thank you to the Members of the Committee, virtually all of whom I have met with, who have been very gracious, and I very much appreciate that"
"565","ben carson"," Thanks also to President-elect Trump for his friendship, leadership, and for his trust for such an important role"
"566","ben carson"," I would like to introduce my family"
"567","ben carson"," Directly behind me is my wife, Candy, of 41 years, my college sweetheart, and starting from this end, my oldest son, Murray, another Yalie, who is an engineer, and his wife, Lerone, who is a youth pastor"
"568","ben carson"," And my daughter-inlaw, Merlynn, who is a physician and a businesswoman, and my granddaughter, Tesora, who is just a sweetie; and my middle son, Ben Junior, or BJ, as we affectionately call him, a very successful entrepreneur businessman"
"569","ben carson"," And our good friend, Marcia Jackson, wife of former Secretary Alphonso Jackson"
"570","ben carson"," And I think you probably know the others here, but Rhoeyce is�oh, there he is, OK"
"571","ben carson"," My youngest son, Rhoeyce, and his father-in-law, Alexander Shabo"
"572","ben carson"," Thank you"
"573","ben carson"," You know, as a youngster, I remember actually feeling that I was pretty lucky"
"574","ben carson"," We lived in a 750-square-foot GI home in southwest Detroit that actually had a lawn and a little one-car garage, and we thought that was paradise"
"575","ben carson"," And then my parents got divorced, and, you know, my mother discovered that my father was married to someone else"
"576","ben carson"," And she did not have any skills"
"577","ben carson"," Basically, a third-grade education"
"578","ben carson"," We had no place to live"
"579","ben carson"," She could not afford the house, so we ended up moving to Boston, moving in with relatives"
"580","ben carson"," So I have actually in my life understood what housing insecurity was"
"581","ben carson"," We were there in Boston for a couple of years, and I remember as a 9-year-old looking through a building across the street, out of which all the windows had been broken, and a sunbeam was shining through it, and it made me think about my future"
"582","ben carson"," I remember thinking that I probably would never live to be 25, because that is what I saw around me, but my mother had very different ideas"
"583","ben carson"," She worked extraordinarily hard as a domestic, leaving the house at 5 in the morning, getting back at midnight, day after day after day, and her strong desire was not to be dependent on anybody else"
"584","ben carson"," And people were always criticizing her, and they said, ��You have two boys"
"585","ben carson"," You can be on Aid to Dependent Children"
"586","ben carson","�� And she said, ��No, I cannot"
"587","ben carson","�� And she worked very hard"
"588","ben carson"," She would sometimes take us to the homes that she cleaned, and many of them were fabulous homes, and she would say, ��Would you rather live in this wonderful place or would you rather live where we live?�� And she would say, ��You know, the person who has this most to do with determining where you live is you"
"589","ben carson"," It is not somebody else"
"590","ben carson"," It is not the environment"
"591","ben carson","�� You know, that made a very strong impression on me, and she insisted later on, when we were able to return to Detroit, still not to our idyllic home�we still could not afford to live there, still in a multifamily, dilapidated place with rats and roaches�but, nevertheless, she was independent, and we still had that dream of being able to get back there"
"592","ben carson"," But I was a terrible student, and she insisted that I read"
"593","ben carson"," She insisted that my brother read"
"594","ben carson"," We were not very enthusiastic about that, but back in those days you had to do what your parents told you"
"595","ben carson"," And as I started reading, I began to discover a whole new world"
"596","ben carson"," We were desperately poor, but between the covers of those books I could go anywhere"
"597","ben carson"," I could be anybody"
"598","ben carson"," I could do anything"
"599","ben carson"," And within the space of a year and a half, I went from the bottom of the class to the top of the class, much to the consternation of all those students who used to call me ��dummy"
"600","ben carson","�� They were now coming to me, saying, ��Bennie, Bennie, how do you work this problem?�� And I would say, ��Sit at my feet, youngster, while I instruct you"
"601","ben carson","�� [Laughter"
"602","ben carson","] Dr"
"603","ben carson"," CARSON"
"604","ben carson"," I was perhaps a little obnoxious, but it sure felt good to say that to those turkeys"
"605","ben carson"," But, you know, I had a very different impression of who I was at that point, and, you know, it is one of the reasons that Candy and I started the Carson Scholars Fund, a component of which are reading rooms"
"606","ben carson"," And we put in reading rooms all over the country"
"607","ben carson"," We have 165 of them now, primarily in Title I schools, where kids come from homes with no books"
"608","ben carson"," They go to a school with no library or poorly funded library"
"609","ben carson"," They are not likely to become readers"
"610","ben carson"," As you know, 70 to 80 percent of high school dropouts are functionally illiterate, and if we can truncate that downstream, you can change the trajectory of their lives"
"611","ben carson"," And that is really what it is about�changing lives and providing opportunities for people"
"612","ben carson"," It makes all the difference in the world"
"613","ben carson"," You know, we had a program at Hopkins, and I would have 700 to 800 students at a time come in on a regular basis"
"614","ben carson"," If you came to Johns Hopkins, some of you probably had me"
"615","ben carson"," You saw all the school buses around"
"616","ben carson"," That was bringing in the kids and trying to encourage them in terms of what they could do"
"617","ben carson"," And I got involved in a lot of the programs, involved more with the East Baltimore Community Development Inc"
"618","ben carson",", and with the community school, and with all the schools and the mayors"
"619","ben carson"," And, you know, that was a very important part of my life, even though I was an extraordinarily busy surgeon"
"620","ben carson"," And I do believe that Government can play a very important role"
"621","ben carson"," I know some have distorted what I have said about Government, but I believe Government is important, and it is there, I believe, to promote life, liberty, and the pursuit of happiness"
"622","ben carson"," What has happened too often is that people who seemingly mean well have promoted things that do not encourage the development of innate talent in people, and, hence, we have generation after generation of people living in dependent situations"
"623","ben carson"," It is not that they are bad people"
"624","ben carson"," It is that this is what they have been given"
"625","ben carson"," This is all they know, in many cases"
"626","ben carson"," I think we have an opportunity here to do something about that if we take a more holistic approach"
"627","ben carson"," When we talk about HUD traditionally, most people think putting roofs over the heads of poor people"
"628","ben carson"," But it has the ability to be so much more than that, particularly if we take a holistic approach"
"629","ben carson"," And we think about how do we develop our fellow human beings"
"630","ben carson"," I see each individual as human capital that can be developed to become part of the engine that drives our Nation or, if not developed, becomes part of the load"
"631","ben carson"," And we are the ones who are tasked with helping to make the difference"
"632","ben carson"," So I do believe that Government is extraordinarily important, and one of the things that I want to do, instead of just listening to the sage people of Washington, DC�and there are some wise people here�I want to go on a listening tour"
"633","ben carson"," I want to hear from the people with boots on the ground, who are actually administering programs, who are benefiting from the programs"
"634","ben carson"," I want to see what actually works and what does not work"
"635","ben carson"," I want to analyze why it works and why it does not work"
"636","ben carson"," Before I go on the road to do that, I want to do that at HUD"
"637","ben carson"," We have people there who have been there for 10, 20, 30, even 40 years, and I do not think a lot of people listen to what they have to say"
"638","ben carson"," I suspect that they have garnered a tremendous amount of information, and I want to get that information from them"
"639","ben carson"," I want to work with them on a regular basis"
"640","ben carson"," Some people say, ��But medicine�why would you go into something like HUD?�� Well, I actually believe that there is a tremendous nexus, a great intersection, because good health has a lot to do with a good environment, and after working so hard on so many people and then putting them back into an environment with lead and with all kinds of inducements for asthma and other chronic diseases, that is not very helpful"
"641","ben carson"," And I am looking forward to the Safe and Healthy Homes Program at HUD and enhancing that program very significantly"
"642","ben carson"," Why is all this so important? Well, you know, there was a Brookings study, a very important study, which showed that if people did three things, their likelihood of living in poverty would be 2 percent or less, and that is really what we want to do, keep people from living in poverty"
"643","ben carson"," Those three things were graduate from high school, get a job, and wait until you are married to have children"
"644","ben carson"," Think about that"
"645","ben carson"," And, you know, what that means is that there are points of intervention, things that we can do to make a difference in people�s lives"
"646","ben carson"," Also, think about this fact"
"647","ben carson"," In terms of our human capital that is being wasted, we have 5 percent of the world�s population and 25 percent of the prison inmates"
"648","ben carson"," That means there is something wrong"
"649","ben carson"," We have high recidivism rates"
"650","ben carson"," We have people who go into prison with little education and little in the way of skills, and they come out with little education and little in the way of skills"
"651","ben carson"," So what are they going to do? They go back to doing what they were doing before; hence, we have these high recidivism rates"
"652","ben carson"," We need to think about how do we give them education, how do we give them skills, how do we cultivate the innate talent that is in those individuals so that they become part of the engine once again"
"653","ben carson"," And recognize, we only have 330 million people"
"654","ben carson"," Now, that sounds like a lot of people, but that is a quarter of the people they have in India or China"
"655","ben carson"," We are going to have to compete with those Nations into the future, which means we have to develop all of our talent"
"656","ben carson"," Now, you say, ��Well, that all sounds great and wonderful, but you were a pediatric neurosurgeon"
"657","ben carson"," How could you have anything wonderful to say about any of these things?�� Well, you know, I have to chuckle when I hear people say things like that because there is an assumption that you can only do one thing and that we have these very limited brains and they are incapable of learning anything else"
"658","ben carson"," I find that kind of humorous, particularly knowing what the human brain is capable of"
"659","ben carson"," Billions of neurons, hundreds of billions of interconnections can process more than 2 million bits of information in 1 second"
"660","ben carson"," Any brain can do that"
"661","ben carson"," You cannot overload it"
"662","ben carson"," You hear some people say you overload your brain"
"663","ben carson"," You cannot do it"
"664","ben carson"," If you learned one new fact every second, it would take you more than 3 million years to challenge the capacity of your brain"
"665","ben carson"," So we do have the ability to learn"
"666","ben carson"," More importantly, we have the ability to work together, and that is absolutely critical"
"667","ben carson"," We in America�Democrats, Republicans, Independents�we are not each other�s enemies"
"668","ben carson"," We must come to that understanding"
"669","ben carson"," There are real people out there who really want to destroy us, but we do not need to be doing that ourselves"
"670","ben carson"," We need to be combining our collective intellect, and one of the things that I learned in my private life as a board member at Kellogg for 18 years and Costco for 16 years is how to select a good CEO"
"671","ben carson"," And I will tell you, a good CEO does not necessarily know everything about the business"
"672","ben carson"," He is not a marketing specialist"
"673","ben carson"," He may not be a financial specialist"
"674","ben carson"," There are many things that he does not know, but he knows how to pick those people and how to use them"
"675","ben carson"," And that is one of the marks of good leadership"
"676","ben carson"," So, in closing, I have been very fortunate to be able to move from the bottom rung of the socioeconomic level to the top rung and to understand how people feel in all those different levels, and I got to tell you, we are all in the same boat, and if part of the boat sinks, the rest of it is going down, too"
"677","ben carson"," And it means what we need to do is exercise true compassion"
"678","ben carson"," True compassion is not keeping people in a situation where we can feel good about what we are doing"
"679","ben carson"," True compassion is putting them in the situation where they can feel good about where they are going"
"680","ben carson"," Thank you"
"681","ben carson"," "
"682","kirstjen nielsen ","Mr"
"683","kirstjen nielsen "," Chairman, Ranking Member McCaskill, and distinguished Members of the Committee: it is an honor to appear before you today as you consider my nomination to lead the Department of Homeland Security"
"684","kirstjen nielsen "," I am humbled and grateful to the President for the trust he has placed in me to lead DHS during such a critical time"
"685","kirstjen nielsen "," I also want to thank Senators Rubio and Portman for their kind words and introductions"
"686","kirstjen nielsen "," Thank you to former Secretaries Ridge and Chertoff for their statements- it was an honor to serve and work with you and I look forward to your continued leadership and stewardship of our homeland security enterprise"
"687","kirstjen nielsen "," Finally, I want to thank former Secretary, now Chief of Staff, General Kelly for his leadership, example and 46 years of steadfast service to our nation"
"688","kirstjen nielsen "," Please allow me to take a moment to introduce the members of my family who are here with me today"
"689","kirstjen nielsen "," My dad, James, my brother, Fletcher, my sister, Ashley, my aunt and uncle, Mary Ellen and Trevor Burton and my cousin Andrew Bragg"
"690","kirstjen nielsen "," I was raised to believe in our country and its founding principles and ideals; to serve our country; and to appreciate and be thankful every day for the freedoms we hold dear as Americans"
"691","kirstjen nielsen "," I am beyond grateful for the values they have instilled in me and their unwavering love and support throughout my life"
"692","kirstjen nielsen "," Thank you for your continued encouragement and for traveling so far to be here"
"693","kirstjen nielsen "," If confirmed as the sixth Secretary of Homeland Security, it will be the greatest honor of my life to again work with and support the remarkable men and women of the Department of Homeland Security who put it all  on the line every day to secure the Homeland"
"694","kirstjen nielsen "," I can�t say enough about the incredible work of the people of DHS many of whom put their lives on the line daily to ensure the safety and security of our nation"
"695","kirstjen nielsen "," Over more than two decades, I have dedicated my career to working on homeland security issues"
"696","kirstjen nielsen "," In both the public (legislative and executive branches) and private sectors, I have utilized my knowledge of homeland security policy, strategy, and operations, as well as my expertise in risk and resilience, cybersecurity, critical infrastructure protection, and emergency management to help make our nation more secure"
"697","kirstjen nielsen "," After working on transportation, defense, and government affairs issues and legislation for Senator Connie Mack, I practiced corporate transactional law during which time I learned how private sector company operations are directly affected by organizational structures and delineation of roles and responsibilities"
"698","kirstjen nielsen "," My service in the executive branch began in 2002 at the Transportation Security Administration"
"699","kirstjen nielsen "," At that time, TSA was still part of the Department of Transportation and the formation of DHS was being contemplated"
"700","kirstjen nielsen "," It was an honor to work alongside the countless public servants who stood up TSA and tackled the tough security challenges we faced after the attacks on September 11th and who later helped to stand up the Department of Homeland Security"
"701","kirstjen nielsen "," I was subsequently commissioned by President Bush to serve as a Special Assistant to the President for Homeland Security and Senior Director for Prevention, Preparedness, and Response"
"702","kirstjen nielsen "," Charged with interagency policy development and coordination, I led the development of new national strategies and policies, articulating the roles of all levels of government and the private sector in protecting our nation�s critical infrastructure and in strengthening our information sharing"
"703","kirstjen nielsen "," During this time the Nation experienced the devastation of the Gulf Coast that resulted from Hurricane Katrina"
"704","kirstjen nielsen "," Based on the lessons identified from the response to Hurricane Katrina, I led the update and revisions to our  disaster response plans to strengthen our efforts moving into the future"
"705","kirstjen nielsen "," I worked with Congress to draft the Post Katrina Emergency Management Reform Act, and co-authored the White House Katrina lessons learned report"
"706","kirstjen nielsen "," As we�ve seen again during this year�s devastating hurricane season, DHS plays a crucial role in disaster preparedness, mitigation, response and recovery working closely with public and private sector partners"
"707","kirstjen nielsen "," I have worked closely with all facets of our emergency preparedness community, and should I be confirmed, look forward to helping to ensure our nation�s resilience to natural disasters, terrorist attacks and other major emergencies"
"708","kirstjen nielsen "," While each aspect of the Department�s mission is important, I believe one of the most significant for our nation�s future is cybersecurity and the overall security and resilience of our nation�s critical infrastructure"
"709","kirstjen nielsen "," The scope and pace of cyberattacks against our federal networks and the control systems that run our critical infrastructure are continually increasing, with attacks growing evermore complex and each more sophisticated than the last"
"710","kirstjen nielsen "," Cyber criminals and nation states are continually looking for ways to exploit our hyperconnectivity and reliance on IT systems"
"711","kirstjen nielsen "," My cybersecurity experience in both the public sector, having chaired the first White House Policy Coordination Committee on cybersecurity, and the private sector, advising government and non-government officials on the development and execution of strategies to mitigate risks and enhance the resilience of our critical infrastructure has prepared me well for the multi-faceted challenge that is increasing our resilience to cyberattacks"
"712","kirstjen nielsen "," I look forward to working with experts at the Department, and within the interagency and the private sector to thwart threats, protect our networks and essential functions and secure our nation�s interests in cyberspace"
"713","kirstjen nielsen "," At the start of the current administration, I also had the honor of serving as Chief of Staff at DHS under then-Secretary Kelly"
"714","kirstjen nielsen "," During that time, I worked closely with state and local officials, cabinet secretaries, foreign partners, and members of Congress on all of the issues that DHS faces"
"715","kirstjen nielsen "," I had the opportunity to develop strong working relationships with current  DHS leadership, and helped to develop many of the Department�s current key priorities and strategies"
"716","kirstjen nielsen "," Our nation is facing a complex threat landscape that is constantly evolving"
"717","kirstjen nielsen "," The threats we face are too many and too varied for any one entity to address them successfully alone"
"718","kirstjen nielsen "," I understand the risks and the resulting challenges the Department is tasked with resolving and I am eager to get to work with all of DHS� partners � domestic and international from all sectors- to find solutions"
"719","kirstjen nielsen "," From my experience at TSA in the early 2000s, to my time in the private sector supporting the homeland security enterprise, I have gained a vast understanding of the Department, its components, and the many challenges it faces"
"720","kirstjen nielsen "," If confirmed I pledge to continue the record of exceptional leadership that General Kelly and Acting Secretary Duke have established at DHS"
"721","kirstjen nielsen "," I vow to the men and women of DHS, to you, and to the hundreds of millions of Americans who rely on DHS every day, to work tirelessly to effectively execute each mission at the Department of Homeland Security"
"722","kirstjen nielsen "," I will work every day to enforce our laws; secure our borders, coasts, and waterways; and protect Americans from dangerous criminals, terrorists, cyberattacks, and the other threats facing our homeland"
"723","kirstjen nielsen "," I also pledge to work every day to give the dedicated men and women of the Department the support, tools and resources they need, and deserve, to carry out their difficult- and often dangerousmissions"
"724","kirstjen nielsen ","  Thank you again for the opportunity to appear before you today"
"725","kirstjen nielsen "," Should I be confirmed, I look forward to partnering with the Committee and the full Congress to protect and secure our homeland"
"726","kirstjen nielsen "," I look forward to answering the Committee�s questions"
"727","azar","I�m pleased to be joined today by my wife, Jennifer, my daughter, Claire, my son, Alex, and my father, Dr"
"728","azar"," Alex Azar"
"729","azar"," Unfortunately my mother, Lynda, could not be here today, and most tragically my step-mother Wilma passed away just last July from cancer"
"730","azar"," Thank you all"
"731","azar"," Having an opportunity such as this does not happen without family support and guidance"
"732","azar"," Thank you Mr"
"733","azar"," Chairman, Ranking Member Wyden, and members of the Committee for the opportunity to appear before you as the President�s nominee to be the Secretary of Health and Human Services"
"734","azar"," Secretary Thompson and Secretary Leavitt, thank you so much for those kind words and for your friendship and mentorship over the years"
"735","azar"," I thank President Trump for the confidence he has bestowed on me"
"736","azar"," Ninety-seven years ago, my grandfather�an impoverished teenager who spoke no English�stepped out of steerage on the S"
"737","azar","S"
"738","azar"," Argentina, completing his long journey from Amioun, Lebanon, to America"
"739","azar"," As he entered the receiving hall at Ellis Island, he met an individual in a military uniform"
"740","azar"," That person possessed the power to admit him or to send him back to poverty and uncertainty"
"741","azar"," That person was a member of the United States Public Health Service"
"742","azar"," It is a testament to all that I love about this country that just 97 years after my grandfather went through his six-second physical on Ellis Island with no discernable prospects other than the political, economic, and religious freedom America offers, his grandson might be  2 in charge of that very Public Health Service, as well as all of the other world-renowned components of the Department of Health and Human Services"
"743","azar"," The mission of HHS is to enhance and protect the health and the well-being of all Americans, through programs that touch every single American in some way, every single day"
"744","azar"," Through its outstanding leaders and career staff, HHS is primed to meet that challenge"
"745","azar"," The task is humbling"
"746","azar"," Marshalling and leading the incredible resources of the Department require innovating, never being satisfied with the status quo, and anticipating and preparing for the future"
"747","azar"," I gained these skills in the dark days after 9/11, as we faced the health and human consequences of those attacks, through the subsequent anthrax attacks and preparedness for potential further biological, chemical, radiological, or nuclear attacks, in the implementation of our completely novel Part D prescription drug benefit for seniors, by helping to build global, national, state, and local pandemic flu preparedness, in our response to threats such as SARS and monkeypox, in our efforts to continue to reform welfare programs to make them as modern, responsive, and empowering as possible for the individuals and families we serve, through innovation in the private sector to bring life-improving therapies to our people and the people of the world, and in harnessing the power of big data and predictive analytics to make us more efficient and more capable of serving our fellow Americans"
"748","azar"," With a department the size and scope of HHS, it can be difficult to prioritize"
"749","azar"," Nonetheless, should I be confirmed, I do envision focusing my personal efforts in four critical areas"
"750","azar"," First, drug prices are too high"
"751","azar"," The President has made this clear"
"752","azar"," So have I"
"753","azar"," Through my experience helping to implement Part D and with my extensive knowledge of how insurance, manufacturers, pharmacy, and government programs work together, I believe I bring skills and  3 experiences to the table that can help us address these issues, while still encouraging discovery so Americans have access to high quality care"
